@RELATION Iris_splits

@ATTRIBUTE type {TRAIN,TEST}
@ATTRIBUTE rowid STRING
@ATTRIBUTE fold NUMERIC
@ATTRIBUTE repeat NUMERIC

@DATA
TRAIN,101,10,1
TRAIN,122,10,1
TRAIN,115,10,1
TRAIN,133,10,1
TRAIN,17,10,1
TRAIN,10,10,1
TRAIN,4,10,1
TRAIN,42,10,1
TRAIN,34,10,1
TRAIN,75,10,1
TRAIN,82,10,1
TRAIN,66,10,1
TRAIN,61,10,1
TRAIN,90,10,1
TRAIN,116,10,1
TRAIN,106,10,1
TRAIN,112,10,1
TRAIN,128,10,1
TRAIN,114,10,1
TRAIN,47,10,1
TRAIN,24,10,1
TRAIN,43,10,1
TRAIN,32,10,1
TRAIN,13,10,1
TRAIN,60,10,1
TRAIN,67,10,1
TRAIN,78,10,1
TRAIN,62,10,1
TRAIN,52,10,1
TRAIN,102,10,1
TRAIN,121,10,1
TRAIN,146,10,1
TRAIN,119,10,1
TRAIN,113,10,1
TRAIN,2,10,1
TRAIN,46,10,1
TRAIN,28,10,1
TRAIN,44,10,1
TRAIN,23,10,1
TRAIN,97,10,1
TRAIN,92,10,1
TRAIN,93,10,1
TRAIN,70,10,1
TRAIN,65,10,1
TRAIN,149,10,1
TRAIN,138,10,1
TRAIN,134,10,1
TRAIN,136,10,1
TRAIN,111,10,1
TRAIN,39,10,1
TRAIN,19,10,1
TRAIN,15,10,1
TRAIN,38,10,1
TRAIN,6,10,1
TRAIN,80,10,1
TRAIN,68,10,1
TRAIN,99,10,1
TRAIN,98,10,1
TRAIN,72,10,1
TRAIN,110,10,2
TRAIN,146,10,2
TRAIN,102,10,2
TRAIN,119,10,2
TRAIN,114,10,2
TRAIN,8,10,2
TRAIN,38,10,2
TRAIN,46,10,2
TRAIN,49,10,2
TRAIN,34,10,2
TRAIN,92,10,2
TRAIN,62,10,2
TRAIN,98,10,2
TRAIN,71,10,2
TRAIN,69,10,2
TRAIN,147,10,2
TRAIN,100,10,2
TRAIN,117,10,2
TRAIN,133,10,2
TRAIN,148,10,2
TRAIN,32,10,2
TRAIN,17,10,2
TRAIN,39,10,2
TRAIN,14,10,2
TRAIN,26,10,2
TRAIN,50,10,2
TRAIN,52,10,2
TRAIN,73,10,2
TRAIN,77,10,2
TRAIN,83,10,2
TRAIN,124,10,2
TRAIN,107,10,2
TRAIN,121,10,2
TRAIN,138,10,2
TRAIN,139,10,2
TRAIN,23,10,2
TRAIN,21,10,2
TRAIN,9,10,2
TRAIN,1,10,2
TRAIN,35,10,2
TRAIN,91,10,2
TRAIN,54,10,2
TRAIN,72,10,2
TRAIN,67,10,2
TRAIN,84,10,2
TRAIN,128,10,2
TRAIN,116,10,2
TRAIN,108,10,2
TRAIN,136,10,2
TRAIN,101,10,2
TRAIN,36,10,2
TRAIN,27,10,2
TRAIN,47,10,2
TRAIN,31,10,2
TRAIN,22,10,2
TRAIN,64,10,2
TRAIN,81,10,2
TRAIN,82,10,2
TRAIN,57,10,2
TRAIN,78,10,2
TRAIN,142,10,2
TRAIN,123,10,2
TRAIN,140,10,2
TRAIN,149,10,2
TRAIN,118,10,2
TRAIN,18,10,2
TRAIN,4,10,2
TRAIN,28,10,2
TRAIN,19,10,2
TRAIN,5,10,2
TRAIN,68,10,2
TRAIN,60,10,2
TRAIN,89,10,2
TRAIN,86,10,2
TRAIN,56,10,2
TRAIN,141,10,2
TRAIN,130,10,2
TRAIN,126,10,2
TRAIN,125,10,2
TRAIN,132,10,2
TRAIN,0,10,2
TRAIN,6,10,2
TRAIN,43,10,2
TRAIN,2,10,2
TRAIN,41,10,2
TRAIN,74,10,2
TRAIN,95,10,2
TRAIN,70,10,2
TRAIN,66,10,2
TRAIN,79,10,2
TRAIN,135,10,2
TRAIN,143,10,2
TRAIN,120,10,2
TRAIN,144,10,2
TRAIN,122,10,2
TRAIN,37,10,2
TRAIN,3,10,2
TRAIN,40,10,2
TRAIN,30,10,2
TRAIN,25,10,2
TRAIN,65,10,2
TRAIN,97,10,2
TRAIN,85,10,2
TRAIN,93,10,2
TRAIN,94,10,2
TRAIN,106,10,2
TRAIN,104,10,2
TRAIN,127,10,2
TRAIN,131,10,2
TRAIN,105,10,2
TRAIN,13,10,2
TRAIN,24,10,2
TRAIN,7,10,2
TRAIN,20,10,2
TRAIN,15,10,2
TRAIN,63,10,2
TRAIN,75,10,2
TRAIN,88,10,2
TRAIN,99,10,2
TRAIN,59,10,2
TRAIN,129,10,2
TRAIN,145,10,2
TRAIN,112,10,2
TRAIN,137,10,2
TRAIN,134,10,2
TRAIN,33,10,2
TRAIN,45,10,2
TRAIN,11,10,2
TRAIN,42,10,2
TRAIN,29,10,2
TRAIN,76,10,2
TRAIN,80,10,2
TRAIN,51,10,2
TRAIN,96,10,2
TRAIN,53,10,2
TRAIN,145,1,1
TRAIN,118,1,1
TRAIN,144,1,1
TRAIN,117,1,1
TRAIN,147,1,1
TRAIN,1,1,1
TRAIN,48,1,1
TRAIN,3,1,1
TRAIN,41,1,1
TRAIN,49,1,1
TRAIN,58,1,1
TRAIN,88,1,1
TRAIN,57,1,1
TRAIN,84,1,1
TRAIN,94,1,1
TRAIN,105,1,1
TRAIN,107,1,1
TRAIN,139,1,1
TRAIN,103,1,1
TRAIN,131,1,1
TRAIN,25,1,1
TRAIN,9,1,1
TRAIN,5,1,1
TRAIN,7,1,1
TRAIN,26,1,1
TRAIN,51,1,1
TRAIN,96,1,1
TRAIN,95,1,1
TRAIN,54,1,1
TRAIN,64,1,1
TRAIN,132,1,1
TRAIN,127,1,1
TRAIN,108,1,1
TRAIN,130,1,1
TRAIN,141,1,1
TRAIN,37,1,1
TRAIN,8,1,1
TRAIN,22,1,1
TRAIN,21,1,1
TRAIN,11,1,1
TRAIN,53,1,1
TRAIN,63,1,1
TRAIN,79,1,1
TRAIN,91,1,1
TRAIN,50,1,1
TRAIN,143,1,1
TRAIN,120,1,1
TRAIN,129,1,1
TRAIN,100,1,1
TRAIN,124,1,1
TRAIN,31,1,1
TRAIN,12,1,1
TRAIN,45,1,1
TRAIN,27,1,1
TRAIN,36,1,1
TRAIN,87,1,1
TRAIN,59,1,1
TRAIN,77,1,1
TRAIN,81,1,1
TRAIN,74,1,1
TRAIN,126,1,1
TRAIN,101,1,1
TRAIN,122,1,1
TRAIN,115,1,1
TRAIN,133,1,1
TRAIN,17,1,1
TRAIN,10,1,1
TRAIN,4,1,1
TRAIN,42,1,1
TRAIN,34,1,1
TRAIN,75,1,1
TRAIN,82,1,1
TRAIN,66,1,1
TRAIN,61,1,1
TRAIN,90,1,1
TRAIN,116,1,1
TRAIN,106,1,1
TRAIN,112,1,1
TRAIN,128,1,1
TRAIN,114,1,1
TRAIN,47,1,1
TRAIN,24,1,1
TRAIN,43,1,1
TRAIN,32,1,1
TRAIN,13,1,1
TRAIN,60,1,1
TRAIN,67,1,1
TRAIN,78,1,1
TRAIN,62,1,1
TRAIN,52,1,1
TRAIN,102,1,1
TRAIN,121,1,1
TRAIN,146,1,1
TRAIN,119,1,1
TRAIN,113,1,1
TRAIN,2,1,1
TRAIN,46,1,1
TRAIN,28,1,1
TRAIN,44,1,1
TRAIN,23,1,1
TRAIN,97,1,1
TRAIN,92,1,1
TRAIN,93,1,1
TRAIN,70,1,1
TRAIN,65,1,1
TRAIN,149,1,1
TRAIN,138,1,1
TRAIN,134,1,1
TRAIN,136,1,1
TRAIN,111,1,1
TRAIN,39,1,1
TRAIN,19,1,1
TRAIN,15,1,1
TRAIN,38,1,1
TRAIN,6,1,1
TRAIN,80,1,1
TRAIN,68,1,1
TRAIN,99,1,1
TRAIN,98,1,1
TRAIN,72,1,1
TRAIN,125,1,1
TRAIN,142,1,1
TRAIN,109,1,1
TRAIN,148,1,1
TRAIN,135,1,1
TRAIN,33,1,1
TRAIN,20,1,1
TRAIN,35,1,1
TRAIN,14,1,1
TRAIN,0,1,1
TRAIN,55,1,1
TRAIN,85,1,1
TRAIN,56,1,1
TRAIN,89,1,1
TRAIN,76,1,1
TRAIN,147,1,2
TRAIN,100,1,2
TRAIN,117,1,2
TRAIN,133,1,2
TRAIN,148,1,2
TRAIN,32,1,2
TRAIN,17,1,2
TRAIN,39,1,2
TRAIN,14,1,2
TRAIN,26,1,2
TRAIN,50,1,2
TRAIN,52,1,2
TRAIN,73,1,2
TRAIN,77,1,2
TRAIN,83,1,2
TRAIN,124,1,2
TRAIN,107,1,2
TRAIN,121,1,2
TRAIN,138,1,2
TRAIN,139,1,2
TRAIN,23,1,2
TRAIN,21,1,2
TRAIN,9,1,2
TRAIN,1,1,2
TRAIN,35,1,2
TRAIN,91,1,2
TRAIN,54,1,2
TRAIN,72,1,2
TRAIN,67,1,2
TRAIN,84,1,2
TRAIN,128,1,2
TRAIN,116,1,2
TRAIN,108,1,2
TRAIN,136,1,2
TRAIN,101,1,2
TRAIN,36,1,2
TRAIN,27,1,2
TRAIN,47,1,2
TRAIN,31,1,2
TRAIN,22,1,2
TRAIN,64,1,2
TRAIN,81,1,2
TRAIN,82,1,2
TRAIN,57,1,2
TRAIN,78,1,2
TRAIN,142,1,2
TRAIN,123,1,2
TRAIN,140,1,2
TRAIN,149,1,2
TRAIN,118,1,2
TRAIN,18,1,2
TRAIN,4,1,2
TRAIN,28,1,2
TRAIN,19,1,2
TRAIN,5,1,2
TRAIN,68,1,2
TRAIN,60,1,2
TRAIN,89,1,2
TRAIN,86,1,2
TRAIN,56,1,2
TRAIN,141,1,2
TRAIN,130,1,2
TRAIN,126,1,2
TRAIN,125,1,2
TRAIN,132,1,2
TRAIN,0,1,2
TRAIN,6,1,2
TRAIN,43,1,2
TRAIN,2,1,2
TRAIN,41,1,2
TRAIN,74,1,2
TRAIN,95,1,2
TRAIN,70,1,2
TRAIN,66,1,2
TRAIN,79,1,2
TRAIN,135,1,2
TRAIN,143,1,2
TRAIN,120,1,2
TRAIN,144,1,2
TRAIN,122,1,2
TRAIN,37,1,2
TRAIN,3,1,2
TRAIN,40,1,2
TRAIN,30,1,2
TRAIN,25,1,2
TRAIN,65,1,2
TRAIN,97,1,2
TRAIN,85,1,2
TRAIN,93,1,2
TRAIN,94,1,2
TRAIN,106,1,2
TRAIN,104,1,2
TRAIN,127,1,2
TRAIN,131,1,2
TRAIN,105,1,2
TRAIN,13,1,2
TRAIN,24,1,2
TRAIN,7,1,2
TRAIN,20,1,2
TRAIN,15,1,2
TRAIN,63,1,2
TRAIN,75,1,2
TRAIN,88,1,2
TRAIN,99,1,2
TRAIN,59,1,2
TRAIN,129,1,2
TRAIN,145,1,2
TRAIN,112,1,2
TRAIN,137,1,2
TRAIN,134,1,2
TRAIN,33,1,2
TRAIN,45,1,2
TRAIN,11,1,2
TRAIN,42,1,2
TRAIN,29,1,2
TRAIN,76,1,2
TRAIN,80,1,2
TRAIN,51,1,2
TRAIN,96,1,2
TRAIN,53,1,2
TRAIN,113,1,2
TRAIN,103,1,2
TRAIN,115,1,2
TRAIN,111,1,2
TRAIN,109,1,2
TRAIN,12,1,2
TRAIN,10,1,2
TRAIN,16,1,2
TRAIN,48,1,2
TRAIN,44,1,2
TRAIN,87,1,2
TRAIN,55,1,2
TRAIN,90,1,2
TRAIN,61,1,2
TRAIN,58,1,2
TRAIN,140,2,1
TRAIN,123,2,1
TRAIN,110,2,1
TRAIN,137,2,1
TRAIN,104,2,1
TRAIN,18,2,1
TRAIN,29,2,1
TRAIN,40,2,1
TRAIN,16,2,1
TRAIN,30,2,1
TRAIN,71,2,1
TRAIN,86,2,1
TRAIN,69,2,1
TRAIN,73,2,1
TRAIN,83,2,1
TRAIN,105,2,1
TRAIN,107,2,1
TRAIN,139,2,1
TRAIN,103,2,1
TRAIN,131,2,1
TRAIN,25,2,1
TRAIN,9,2,1
TRAIN,5,2,1
TRAIN,7,2,1
TRAIN,26,2,1
TRAIN,51,2,1
TRAIN,96,2,1
TRAIN,95,2,1
TRAIN,54,2,1
TRAIN,64,2,1
TRAIN,132,2,1
TRAIN,127,2,1
TRAIN,108,2,1
TRAIN,130,2,1
TRAIN,141,2,1
TRAIN,37,2,1
TRAIN,8,2,1
TRAIN,22,2,1
TRAIN,21,2,1
TRAIN,11,2,1
TRAIN,53,2,1
TRAIN,63,2,1
TRAIN,79,2,1
TRAIN,91,2,1
TRAIN,50,2,1
TRAIN,143,2,1
TRAIN,120,2,1
TRAIN,129,2,1
TRAIN,100,2,1
TRAIN,124,2,1
TRAIN,31,2,1
TRAIN,12,2,1
TRAIN,45,2,1
TRAIN,27,2,1
TRAIN,36,2,1
TRAIN,87,2,1
TRAIN,59,2,1
TRAIN,77,2,1
TRAIN,81,2,1
TRAIN,74,2,1
TRAIN,126,2,1
TRAIN,101,2,1
TRAIN,122,2,1
TRAIN,115,2,1
TRAIN,133,2,1
TRAIN,17,2,1
TRAIN,10,2,1
TRAIN,4,2,1
TRAIN,42,2,1
TRAIN,34,2,1
TRAIN,75,2,1
TRAIN,82,2,1
TRAIN,66,2,1
TRAIN,61,2,1
TRAIN,90,2,1
TRAIN,116,2,1
TRAIN,106,2,1
TRAIN,112,2,1
TRAIN,128,2,1
TRAIN,114,2,1
TRAIN,47,2,1
TRAIN,24,2,1
TRAIN,43,2,1
TRAIN,32,2,1
TRAIN,13,2,1
TRAIN,60,2,1
TRAIN,67,2,1
TRAIN,78,2,1
TRAIN,62,2,1
TRAIN,52,2,1
TRAIN,102,2,1
TRAIN,121,2,1
TRAIN,146,2,1
TRAIN,119,2,1
TRAIN,113,2,1
TRAIN,2,2,1
TRAIN,46,2,1
TRAIN,28,2,1
TRAIN,44,2,1
TRAIN,23,2,1
TRAIN,97,2,1
TRAIN,92,2,1
TRAIN,93,2,1
TRAIN,70,2,1
TRAIN,65,2,1
TRAIN,149,2,1
TRAIN,138,2,1
TRAIN,134,2,1
TRAIN,136,2,1
TRAIN,111,2,1
TRAIN,39,2,1
TRAIN,19,2,1
TRAIN,15,2,1
TRAIN,38,2,1
TRAIN,6,2,1
TRAIN,80,2,1
TRAIN,68,2,1
TRAIN,99,2,1
TRAIN,98,2,1
TRAIN,72,2,1
TRAIN,125,2,1
TRAIN,142,2,1
TRAIN,109,2,1
TRAIN,148,2,1
TRAIN,135,2,1
TRAIN,33,2,1
TRAIN,20,2,1
TRAIN,35,2,1
TRAIN,14,2,1
TRAIN,0,2,1
TRAIN,55,2,1
TRAIN,85,2,1
TRAIN,56,2,1
TRAIN,89,2,1
TRAIN,76,2,1
TRAIN,110,2,2
TRAIN,146,2,2
TRAIN,102,2,2
TRAIN,119,2,2
TRAIN,114,2,2
TRAIN,8,2,2
TRAIN,38,2,2
TRAIN,46,2,2
TRAIN,49,2,2
TRAIN,34,2,2
TRAIN,92,2,2
TRAIN,62,2,2
TRAIN,98,2,2
TRAIN,71,2,2
TRAIN,69,2,2
TRAIN,124,2,2
TRAIN,107,2,2
TRAIN,121,2,2
TRAIN,138,2,2
TRAIN,139,2,2
TRAIN,23,2,2
TRAIN,21,2,2
TRAIN,9,2,2
TRAIN,1,2,2
TRAIN,35,2,2
TRAIN,91,2,2
TRAIN,54,2,2
TRAIN,72,2,2
TRAIN,67,2,2
TRAIN,84,2,2
TRAIN,128,2,2
TRAIN,116,2,2
TRAIN,108,2,2
TRAIN,136,2,2
TRAIN,101,2,2
TRAIN,36,2,2
TRAIN,27,2,2
TRAIN,47,2,2
TRAIN,31,2,2
TRAIN,22,2,2
TRAIN,64,2,2
TRAIN,81,2,2
TRAIN,82,2,2
TRAIN,57,2,2
TRAIN,78,2,2
TRAIN,142,2,2
TRAIN,123,2,2
TRAIN,140,2,2
TRAIN,149,2,2
TRAIN,118,2,2
TRAIN,18,2,2
TRAIN,4,2,2
TRAIN,28,2,2
TRAIN,19,2,2
TRAIN,5,2,2
TRAIN,68,2,2
TRAIN,60,2,2
TRAIN,89,2,2
TRAIN,86,2,2
TRAIN,56,2,2
TRAIN,141,2,2
TRAIN,130,2,2
TRAIN,126,2,2
TRAIN,125,2,2
TRAIN,132,2,2
TRAIN,0,2,2
TRAIN,6,2,2
TRAIN,43,2,2
TRAIN,2,2,2
TRAIN,41,2,2
TRAIN,74,2,2
TRAIN,95,2,2
TRAIN,70,2,2
TRAIN,66,2,2
TRAIN,79,2,2
TRAIN,135,2,2
TRAIN,143,2,2
TRAIN,120,2,2
TRAIN,144,2,2
TRAIN,122,2,2
TRAIN,37,2,2
TRAIN,3,2,2
TRAIN,40,2,2
TRAIN,30,2,2
TRAIN,25,2,2
TRAIN,65,2,2
TRAIN,97,2,2
TRAIN,85,2,2
TRAIN,93,2,2
TRAIN,94,2,2
TRAIN,106,2,2
TRAIN,104,2,2
TRAIN,127,2,2
TRAIN,131,2,2
TRAIN,105,2,2
TRAIN,13,2,2
TRAIN,24,2,2
TRAIN,7,2,2
TRAIN,20,2,2
TRAIN,15,2,2
TRAIN,63,2,2
TRAIN,75,2,2
TRAIN,88,2,2
TRAIN,99,2,2
TRAIN,59,2,2
TRAIN,129,2,2
TRAIN,145,2,2
TRAIN,112,2,2
TRAIN,137,2,2
TRAIN,134,2,2
TRAIN,33,2,2
TRAIN,45,2,2
TRAIN,11,2,2
TRAIN,42,2,2
TRAIN,29,2,2
TRAIN,76,2,2
TRAIN,80,2,2
TRAIN,51,2,2
TRAIN,96,2,2
TRAIN,53,2,2
TRAIN,113,2,2
TRAIN,103,2,2
TRAIN,115,2,2
TRAIN,111,2,2
TRAIN,109,2,2
TRAIN,12,2,2
TRAIN,10,2,2
TRAIN,16,2,2
TRAIN,48,2,2
TRAIN,44,2,2
TRAIN,87,2,2
TRAIN,55,2,2
TRAIN,90,2,2
TRAIN,61,2,2
TRAIN,58,2,2
TRAIN,140,3,1
TRAIN,123,3,1
TRAIN,110,3,1
TRAIN,137,3,1
TRAIN,104,3,1
TRAIN,18,3,1
TRAIN,29,3,1
TRAIN,40,3,1
TRAIN,16,3,1
TRAIN,30,3,1
TRAIN,71,3,1
TRAIN,86,3,1
TRAIN,69,3,1
TRAIN,73,3,1
TRAIN,83,3,1
TRAIN,145,3,1
TRAIN,118,3,1
TRAIN,144,3,1
TRAIN,117,3,1
TRAIN,147,3,1
TRAIN,1,3,1
TRAIN,48,3,1
TRAIN,3,3,1
TRAIN,41,3,1
TRAIN,49,3,1
TRAIN,58,3,1
TRAIN,88,3,1
TRAIN,57,3,1
TRAIN,84,3,1
TRAIN,94,3,1
TRAIN,132,3,1
TRAIN,127,3,1
TRAIN,108,3,1
TRAIN,130,3,1
TRAIN,141,3,1
TRAIN,37,3,1
TRAIN,8,3,1
TRAIN,22,3,1
TRAIN,21,3,1
TRAIN,11,3,1
TRAIN,53,3,1
TRAIN,63,3,1
TRAIN,79,3,1
TRAIN,91,3,1
TRAIN,50,3,1
TRAIN,143,3,1
TRAIN,120,3,1
TRAIN,129,3,1
TRAIN,100,3,1
TRAIN,124,3,1
TRAIN,31,3,1
TRAIN,12,3,1
TRAIN,45,3,1
TRAIN,27,3,1
TRAIN,36,3,1
TRAIN,87,3,1
TRAIN,59,3,1
TRAIN,77,3,1
TRAIN,81,3,1
TRAIN,74,3,1
TRAIN,126,3,1
TRAIN,101,3,1
TRAIN,122,3,1
TRAIN,115,3,1
TRAIN,133,3,1
TRAIN,17,3,1
TRAIN,10,3,1
TRAIN,4,3,1
TRAIN,42,3,1
TRAIN,34,3,1
TRAIN,75,3,1
TRAIN,82,3,1
TRAIN,66,3,1
TRAIN,61,3,1
TRAIN,90,3,1
TRAIN,116,3,1
TRAIN,106,3,1
TRAIN,112,3,1
TRAIN,128,3,1
TRAIN,114,3,1
TRAIN,47,3,1
TRAIN,24,3,1
TRAIN,43,3,1
TRAIN,32,3,1
TRAIN,13,3,1
TRAIN,60,3,1
TRAIN,67,3,1
TRAIN,78,3,1
TRAIN,62,3,1
TRAIN,52,3,1
TRAIN,102,3,1
TRAIN,121,3,1
TRAIN,146,3,1
TRAIN,119,3,1
TRAIN,113,3,1
TRAIN,2,3,1
TRAIN,46,3,1
TRAIN,28,3,1
TRAIN,44,3,1
TRAIN,23,3,1
TRAIN,97,3,1
TRAIN,92,3,1
TRAIN,93,3,1
TRAIN,70,3,1
TRAIN,65,3,1
TRAIN,149,3,1
TRAIN,138,3,1
TRAIN,134,3,1
TRAIN,136,3,1
TRAIN,111,3,1
TRAIN,39,3,1
TRAIN,19,3,1
TRAIN,15,3,1
TRAIN,38,3,1
TRAIN,6,3,1
TRAIN,80,3,1
TRAIN,68,3,1
TRAIN,99,3,1
TRAIN,98,3,1
TRAIN,72,3,1
TRAIN,125,3,1
TRAIN,142,3,1
TRAIN,109,3,1
TRAIN,148,3,1
TRAIN,135,3,1
TRAIN,33,3,1
TRAIN,20,3,1
TRAIN,35,3,1
TRAIN,14,3,1
TRAIN,0,3,1
TRAIN,55,3,1
TRAIN,85,3,1
TRAIN,56,3,1
TRAIN,89,3,1
TRAIN,76,3,1
TRAIN,110,3,2
TRAIN,146,3,2
TRAIN,102,3,2
TRAIN,119,3,2
TRAIN,114,3,2
TRAIN,8,3,2
TRAIN,38,3,2
TRAIN,46,3,2
TRAIN,49,3,2
TRAIN,34,3,2
TRAIN,92,3,2
TRAIN,62,3,2
TRAIN,98,3,2
TRAIN,71,3,2
TRAIN,69,3,2
TRAIN,147,3,2
TRAIN,100,3,2
TRAIN,117,3,2
TRAIN,133,3,2
TRAIN,148,3,2
TRAIN,32,3,2
TRAIN,17,3,2
TRAIN,39,3,2
TRAIN,14,3,2
TRAIN,26,3,2
TRAIN,50,3,2
TRAIN,52,3,2
TRAIN,73,3,2
TRAIN,77,3,2
TRAIN,83,3,2
TRAIN,128,3,2
TRAIN,116,3,2
TRAIN,108,3,2
TRAIN,136,3,2
TRAIN,101,3,2
TRAIN,36,3,2
TRAIN,27,3,2
TRAIN,47,3,2
TRAIN,31,3,2
TRAIN,22,3,2
TRAIN,64,3,2
TRAIN,81,3,2
TRAIN,82,3,2
TRAIN,57,3,2
TRAIN,78,3,2
TRAIN,142,3,2
TRAIN,123,3,2
TRAIN,140,3,2
TRAIN,149,3,2
TRAIN,118,3,2
TRAIN,18,3,2
TRAIN,4,3,2
TRAIN,28,3,2
TRAIN,19,3,2
TRAIN,5,3,2
TRAIN,68,3,2
TRAIN,60,3,2
TRAIN,89,3,2
TRAIN,86,3,2
TRAIN,56,3,2
TRAIN,141,3,2
TRAIN,130,3,2
TRAIN,126,3,2
TRAIN,125,3,2
TRAIN,132,3,2
TRAIN,0,3,2
TRAIN,6,3,2
TRAIN,43,3,2
TRAIN,2,3,2
TRAIN,41,3,2
TRAIN,74,3,2
TRAIN,95,3,2
TRAIN,70,3,2
TRAIN,66,3,2
TRAIN,79,3,2
TRAIN,135,3,2
TRAIN,143,3,2
TRAIN,120,3,2
TRAIN,144,3,2
TRAIN,122,3,2
TRAIN,37,3,2
TRAIN,3,3,2
TRAIN,40,3,2
TRAIN,30,3,2
TRAIN,25,3,2
TRAIN,65,3,2
TRAIN,97,3,2
TRAIN,85,3,2
TRAIN,93,3,2
TRAIN,94,3,2
TRAIN,106,3,2
TRAIN,104,3,2
TRAIN,127,3,2
TRAIN,131,3,2
TRAIN,105,3,2
TRAIN,13,3,2
TRAIN,24,3,2
TRAIN,7,3,2
TRAIN,20,3,2
TRAIN,15,3,2
TRAIN,63,3,2
TRAIN,75,3,2
TRAIN,88,3,2
TRAIN,99,3,2
TRAIN,59,3,2
TRAIN,129,3,2
TRAIN,145,3,2
TRAIN,112,3,2
TRAIN,137,3,2
TRAIN,134,3,2
TRAIN,33,3,2
TRAIN,45,3,2
TRAIN,11,3,2
TRAIN,42,3,2
TRAIN,29,3,2
TRAIN,76,3,2
TRAIN,80,3,2
TRAIN,51,3,2
TRAIN,96,3,2
TRAIN,53,3,2
TRAIN,113,3,2
TRAIN,103,3,2
TRAIN,115,3,2
TRAIN,111,3,2
TRAIN,109,3,2
TRAIN,12,3,2
TRAIN,10,3,2
TRAIN,16,3,2
TRAIN,48,3,2
TRAIN,44,3,2
TRAIN,87,3,2
TRAIN,55,3,2
TRAIN,90,3,2
TRAIN,61,3,2
TRAIN,58,3,2
TRAIN,140,4,1
TRAIN,123,4,1
TRAIN,110,4,1
TRAIN,137,4,1
TRAIN,104,4,1
TRAIN,18,4,1
TRAIN,29,4,1
TRAIN,40,4,1
TRAIN,16,4,1
TRAIN,30,4,1
TRAIN,71,4,1
TRAIN,86,4,1
TRAIN,69,4,1
TRAIN,73,4,1
TRAIN,83,4,1
TRAIN,145,4,1
TRAIN,118,4,1
TRAIN,144,4,1
TRAIN,117,4,1
TRAIN,147,4,1
TRAIN,1,4,1
TRAIN,48,4,1
TRAIN,3,4,1
TRAIN,41,4,1
TRAIN,49,4,1
TRAIN,58,4,1
TRAIN,88,4,1
TRAIN,57,4,1
TRAIN,84,4,1
TRAIN,94,4,1
TRAIN,105,4,1
TRAIN,107,4,1
TRAIN,139,4,1
TRAIN,103,4,1
TRAIN,131,4,1
TRAIN,25,4,1
TRAIN,9,4,1
TRAIN,5,4,1
TRAIN,7,4,1
TRAIN,26,4,1
TRAIN,51,4,1
TRAIN,96,4,1
TRAIN,95,4,1
TRAIN,54,4,1
TRAIN,64,4,1
TRAIN,143,4,1
TRAIN,120,4,1
TRAIN,129,4,1
TRAIN,100,4,1
TRAIN,124,4,1
TRAIN,31,4,1
TRAIN,12,4,1
TRAIN,45,4,1
TRAIN,27,4,1
TRAIN,36,4,1
TRAIN,87,4,1
TRAIN,59,4,1
TRAIN,77,4,1
TRAIN,81,4,1
TRAIN,74,4,1
TRAIN,126,4,1
TRAIN,101,4,1
TRAIN,122,4,1
TRAIN,115,4,1
TRAIN,133,4,1
TRAIN,17,4,1
TRAIN,10,4,1
TRAIN,4,4,1
TRAIN,42,4,1
TRAIN,34,4,1
